Sr. No.,Bank Code,Bank Name,MICR,IFSC,IIN,ACH CR,ACH DR,APBS,DSA,Bank Type
1209,VIDX,VIDYASAGAR CENTRAL CO-OPERATIVE BANK LTD,721800051,WBSC0VCCB01,607172,Yes,Yes,Yes,THE WEST BENGAL STATE CO OP BANK LTD,Indirect
1210,VIJX,THE VIJAY CO OPERATIVE BANK LTD,380132005,VCOB0000001,607260,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1211,VIKX,VIKRAMADITYA NAGRIK SAHAKARI BANK,456533002,YESB0VNSB01,990111,Yes,Yes,Yes,YES BANK,Indirect
1212,VIMX,THE VIRAMGAM MERCANTILE CO OPERATIVE BANK LTD,380118364,GSCB0UVIRAM,990161,Yes,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1213,VIRX,THE VIRUDHUNAGAR DISTRICT CENTRAL CO-OP BANK LTD,626800302,TNSC0011800,508732,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1214,VISX,THE VISAKHAPATNAM CO-OPERATIVE BANK LTD,530469002,IBKL0031VCB,990086,Yes,Yes,Yes,IDBI BANK,Indirect
1215,VJSX,VASAI JANATA SAHAKARI BANK LTD,400758001,VASJ0000001,607328,Yes,Yes,Yes,VASAI JANATA SAHAKARI BANK LTD,Direct
1216,VKCX,VIMA KAMGAR CO OPERATIVE BANK LIMITED,400068258,IBKL0452VK1,990284,Yes,Yes,Yes,IDBI BANK,Indirect
1217,VKSX,VIKAS SAHAKARI BANK LIMITED SOLAPUR,413591002,HDFC0CVSBLS,NA,Yes,Yes,Yes,IDBI BANK,Indirect
1218,VMCX,VARDHAMAN (MAHILA) CO-OP. URBAN BANK LTD.,500222000,HDFC0CVB003,607629,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1219,VMMX,THE VAIJAPUR MERCHANTS COOP BANK LTD,431814002,YESB0VMCB04,NA,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1220,VMUX,VIDARBHA MERCHANTS URBAN CO-OP BANK LTD,440879002,YESB0VMUB04,NA,Yes,Yes,Yes,YES BANK,Indirect
1221,VNSX,VIVEKANAND NAGRIK SAHKARI BANK MYDT,465827051,ICIC00VNSBL,607571,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1222,VSBL,THE VISHWESHWAR SAHAKARI BANK LTD,411335001,VSBL0000001,607103,Yes,Yes,Yes,THE VISHWESHWAR SAHAKARI BANK LTD,Direct
1223,VSBX,VIDYA SAHAKARI BANK LTD,411171002,SVCB0003002,607707,Yes,Yes,Yes,SVC CO OP BANK LTD,Indirect
1224,VSCX,VIKAS SOUHARDA CO-OPERATIVE BANK LTD,583229251,ICIC00VSCBL,607178,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1225,VSSX,VEERASHAIVA SAHAKARI BANK LTD,560226309,HDFC0CVSBHO,508927,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1226,VUCX,THE VAIDYANATH URBAN COOP BANK LTD,431853352,HDFC0CVUCBL,607626,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1227,VVCX,THE VALLABH VIDYANAGAR COMMERCIAL BANK LTD,388810001,HDFC0CVVCCB,607976,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1228,VVSB,VASAI VIKAS SAHAKARI BANK LTD,400803002,VVSB0000001,607544,Yes,Yes,Yes,VASAI VIKAS SAHAKARI BANK LTD,Direct
1229,VYAX,VYAVSAYAK SAHKARI BANK LTD,492495002,YESB0VSBL02,990073,Yes,Yes,Yes,YES BANK,Indirect
1230,VYPX,VYAPARI SAHAKARI BANK MARYADIT SOLAPUR,413592002,HDFC0CVSBMS,990262,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1231,WACX,THE WAGHODIA URBAN COOP BANK LTD,390259251,IBKL0553TWU,NA,Yes,Yes,Yes,IDBI BANK,Indirect
1232,WAIX,THE WAI URBAN CO OP BANK LTD,412801002,SVCB0016101,607240,Yes,Yes,Yes,SVC CO OP BANK LTD,Indirect
1233,WARX,THE WARANGAL DISTRICT COOPERATIVE CENTRAL BANK LTD,506851002,APBL0021001,607507,Yes,Yes,Yes,TELANGANA STATE CO OP APEX BANK LTD,Indirect
1234,WAUX,WARDHAMAN URBAN CO-OPERATIVE BANK LTD NAGPUR,440802000,IBKL0510WUC,NA,Yes,Yes,Yes,IDBI BANK,Indirect
1235,WBSC,THE WEST BENGAL STATE CO-OP BANK LTD,700093012,WBSC0000001,607120,Yes,Yes,Yes,THE WEST BENGAL STATE CO-OP BANK LTD,Direct
1236,WCBX,THE WOMEN'S CO-OPERATIVE BANK LTD,403451002,HDFC0CWOMEN,990308,Yes,Yes,Yes,IDBI BANK,Indirect
1237,WKGX,VIDHARBHA KOKAN GRAMIN BANK,416874002,BKID0WAINGB,508516,Yes,Yes,Yes,BANK OF INDIA,Indirect
1238,WNBX,WANA NAGIRIK SAHAKARI BANK LTD,442889152,YESB0WANA01,NA,Yes,,Yes,YES BANK,Indirect
1239,WRCX,WARANGAL URBAN COOPERATIVE BANK LTD,506836002,YESB0WUCB01,NA,Yes,,Yes,YES BANK,Indirect
1240,WUCX,THE WASHIM URBAN CO-OPERATIVE BANK LTD.,444811101,HDFC0CWUCBL,607687,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1241,WZUX,WARDHA ZILLA PARISHAD EMP URBAN CO-OP BANK LTD,442804001,UTIB0SWJP01,990131,Yes,,Yes,ICICI BANK LTD,Indirect
1242,XJKG,J&K GRAMEEN BANK ACH,180642000,JAKA0GRAMEN,607808,Yes,Yes,Yes,THE JAMMU AND KASHMIR BANK LTD,Indirect
1243,YADX,YAVATMAL DISTRICT CENTRAL CO-OPERATIVE BANK LTD,445813008,YESB0YDC001,607602,Yes,Yes,Yes,YES BANK,Indirect
1244,YAVX,THE YAVATMAL URBAN CO.OP. BANK LTD YAVATMAL,440800000,IBKL0041Y01,NA,Yes,Yes,Yes,IDBI BANK,Indirect
1245,YCBX,THE YASHWANT CO-OP BANK LTD,415814151,HDFC0CYACBP,607630,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1246,YESB,YES BANK,400532002,YESB0000001,607223,Yes,Yes,Yes,YES BANK,Direct
1247,YLNX,YADAGIRI LAKSHMI NARSIMHA SWAMY COOP URBAN BANK,508861702,YESB0YLNS01,607254,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1248,YNCX,THE YAMUNA NAGAR CENTRAL CO OPERATIVE BANK LTD,135824001,UTIB0YCCB01,607862,Yes,,Yes,AXIS BANK,Indirect
1249,YNSX,YESHWANT NAGARI SAHAKARI BANK LTD,413814052,HDFC0CYNSBL,607381,Yes,,Yes,HDFC BANK LTD,Indirect
1250,ZBBX,ZILA SAHKARI BANK LTD BULANDSHAHAR,203801002,ICIC00BULND,607650,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1251,ZBSX,MATHURA ZILA SAHKARI BANK LTD MATHURA,281801003,ICIC00MZSBL,607840,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1252,ZCBL,THE ZOROASTRIAN CO-OPERATIVE BANK LTD,400693002,ZCBL0000001,607319,Yes,Yes,Yes,THE ZOROASTRIAN CO-OPERATIVE BANK LTD,Direct
1253,ZIBX,ZILA SAHKARI BANK LTD.BAREILLY,243802000,ICIC00ZSBLB,607877,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1254,ZILX,ZILA SAHKARI BANK LTD UNNAO,208024252,ICIC00UDCCB,607873,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1255,ZIMX,ZILA SAHKARI BANK LTD MIRZAPUR,231802002,ICIC00MIRZA,607868,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1256,ZISX,ZILA SAHAKARI BANK LIMTED LUCKNOW,226185252,YESB0ZSBL15,508959,Yes,,Yes,ICICI BANK LTD,Indirect
1257,ZLLX,ZILA SAHAKARI BANK LTD LALITPUR,284801102,ICIC00LDCBL,607965,Yes,,Yes,ICICI BANK LTD,Indirect
1258,ZMMX,ZILA SAHKARI BANK LTD MORADABAD,244803002,ICIC00MORAD,607837,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1259,ZRNB,RANI CHANNAMMA MAHILA SAHAKARI BANK NIYAMT BELGAVI,590815002,IBKL0101BZR,608048,Yes,,Yes,IDBI BANK,Indirect
1260,ZSAX,ZILA SAHKARI BANK LTD MAU,272801103,ICIC00ZSMAU,607818,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1261,ZSBG,ZILA SAHAKARI BANK LTD GORAKHPUR,273072001,ICIC00DCCBG,NA,Yes,,Yes,ICICI BANK LTD,Indirect
1262,ZSBL,ZILA SAHKARI BANK LTD GHAZIABAD,666666666,ZSBL0000001,607332,Yes,Yes,Yes,ZILA SAHKARI BANK LTD GHAZIABAD,Direct
1263,ZSBX,ZILA SAHAKARI BANK LTD BIJNOR,246801000,ICIC00BIJNR,607805,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1264,ZSGX,ZILA SAHKARI BANK LTD GARHWAL KOTDWAR,246810802,ICIC00ZSKTW,607346,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1265,ZSHX,ZILA SAHAKARI BANK LTD HARIDWAR,247801102,ICIC00ZSBHA,607597,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1266,ZSJX,ZILA SAHKARI BANK LTD JHANSI,284802002,ICIC00ZSBLJ,607869,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1267,ZSKX,ZILA SAHKARI BANK LTD KANPUR,208185270,ICIC00KZSBL,607872,Yes,,Yes,ICICI BANK LTD,Indirect
1268,ZSLX,ZILA SAHAKARI BANK LTD LAKHIMPUR KHERI,262810702,ICIC00KHIRI,607132,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1269,ZSMX,ZILA SAHAKARI BANK LTD MEERUT,250802002,ICIC00MERUT,607819,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1270,APRR,THE A P RAJA RAJESWARI MAHILA COOP URBAN BANK LTD,NA,NA,608474,Yes,,Yes,AXIS BANK,Indirect
1271,BALB,BALLY CO OPERATIVE BANK LTD,700877002,HDFC0CBCBLH,NA,Yes,,Yes,HDFC BANK LTD,Indirect
1272,BBDX,BIRBHUM DISTRICT CENTRAL COOPERATIVE BANK LTD,731805302,WBSC0BIRB02,608331,Yes,,Yes,THE WEST BENGAL STATE CO OP BANK LTD,Indirect
1273,DSAX,"THE DISTRICT CENTRAL COOP BANK LTD, SUPAUL",852838052,ICIC00DCBSU,NA,Yes,,Yes,ICICI BANK LTD,Indirect
1274,NPPX,NABAGRAM PEOPLES CO OPERATIVE CREDIT BANK LTD,700882002,HDFC0CNPCCB,817221,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1275,PHIX,THE PANIHATI COOPERATIVE BANK LTD,700028259,HDFC0CTPHCB,NA,Yes,,Yes,AXIS BANK,Indirect
1276,AMZX,AMRAVATI ZILLA MAHILA SAHAKARI BANK LTD,444805101,KKBK0AZMSB1,990341,,,Yes,MAHARASHTRA STATE CO-OPERATIVE BANK LTD,Indirect
1277,AZDX,AZAMGARH DISTRICT CO-OPERATIVE BANK LTD AZAMGARH,276801002,UPCB00ZSBLA,990349,,,Yes,UTTAR PRADESH CO OP BANK LTD,Indirect
1278,BSNX,The Bardoli Nagrik Sahakari Bank Ltd.,394801051,GSCB0UTBNBL,990360,,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1279,CHNX,THE CHARADA NAGARIK SAHAKARI BANK LTD,382811141,GSCB0UCNSBL,990362,,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1280,CPNX,THE CHHAPI NAGRIK SAHAKARI BANK LTD,385809501,GSCB0UCHAPI,990363,,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1281,DBJX,DISTRICT COOPERATIVE BANK LTD JAUNPUR,,UPCB00ZSBJR,990367,,,Yes,UTTAR PRADESH CO OP BANK LTD,Indirect
1282,JIUX,JIJAU COMMERCIAL CO-OPERATIVE BANK LTD. AMRAVATI.,444808101,IBKL0JCB001,608050,,,Yes,HDFC BANK LTD,Indirect
1283,JMNX,JABALPUR MAHILA NAGRIK SAHKARI BANK MARYADIT,,IBKL0052JMM,990395,,,Yes,IDBI BANK,Indirect
1284,KLUX,KALOL URBAN CO-OPERATIVE BANK LTD,389817501,GSCB0UKALOL,990406,,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1285,KONX,KONNAGAR SAMABAYA BANK LTD,700259252,UTIB0SKSBLC,990409,,,Yes,AXIS BANK,Indirect
1286,KTMX,THE KUTCH MERCANTILE CO OP BANK LTD,370807501,GSCB0UKUTCH,990412,,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1287,MINX,MANINAGAR CO OP BANK LTD,380820002,UTIB0SMCB02,990427,,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1288,MJPX,THE MEHSANA JILLA PANCHAYAT KARMACHARI CO-OP BANK,384803001,GSCB0UMEHSA,990428,,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1289,MNWX,MANWATH URBAN COOPERATIVE BANK LTD MANWATH,431832501,UTIB0SMANWT,990431,,,Yes,AXIS BANK,Indirect
1290,NBPX,Â THE NABAPALLI CO-OPERATIVE BANK LTD,700028262,HDFC0CTNPCB,990437,,,Yes,HDFC BANK LTD,Indirect
1291,NBSX,NAVSARJAN INDUSTRIAL CO OPERATIVE BANK LTD,393802051,HDFC0CNICBL,990438,,,Yes,HDFC BANK LTD,Indirect
1292,NCDX,THE NAGPUR DISTRICT CENTRAL COOPERATIVE BANK LTD.,440206002,IBKL0510N01,990439,,,Yes,IDBI BANK,Indirect
1293,NMNX,NAGPUR MAHANAGARPALIKA KARMACHARI SAHAKARI BANK,440082258,KKBK0NMPK01,990447,,,Yes,MAHARASHTRA STATE CO-OPERATIVE BANK LTD,Indirect
1294,NSDL,NATIONAL SECURITIES DEPOSITORY LTD,600999252,,,,,Yes,NPCI,Indirect
1295,PCDX,PEOPLES CO OP BANK LTD DHOLKA,380821002,HDFC0CPCBLD,990453,,,Yes,HDFC BANK LTD,Indirect
1296,PNVX,PANVEL CO OPERATIVE URBAN BANK LTD,400082523,IBKL0189PCU,990456,,,Yes,MAHARASHTRA STATE CO-OPERATIVE BANK LTD,Indirect
1297,PYYX,THE PAYYANUR CO OPERATIVE TOWN BANK LTD,670866152,ICIC00PCTBL,990463,,,Yes,IDBI BANK,Indirect
1298,RTCX,RATANCHAND SHAH SAHAKARI BANK LTD MANGALWEDHA,413928501,UTIB0SRSSB1,990468,,,Yes,AXIS BANK,Indirect
1299,SSAX,SHREE SAVLI NAGRIK SAHAKARI BANK LTD,,GSCB0USAVLI,990500,,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1300,TCNX,THE CHANASMA NAGRIK SAHAKARI BANK LTD,384816501,GSCB0UCHANA,990509,,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1301,UCTX,THE UDUPI CO-OPERATIVE TOWN BANK LTD,576804002,UTIB0SUCTBL,990532,,,Yes,IDBI BANK,Indirect
1302,UDVX,UDYAM VIKAS SAHAKARI BANK LTD. PUNE,411897002,HDFC0CUDYAM,990533,,,Yes,HDFC BANK LTD,Indirect
1303,CRES,CREDIT SUISSE AG,400815002,CRES0000001,,Yes,Yes,,CREDIT SUISSE AG,Direct
1304,BNTX,THE BISHNUPUR TOWN COOPERATIVE BANK LIMITED,722861202,YESB0CTBTCB,,Yes,Yes,Yes,YES BANK,Indirect
1305,DHSX,THE DAVANAGERE HARIHARA URBAN SAHAKARA BANK NIYAMITHA,577809000,UTIB0SDHUSB,,Yes,Yes,Yes,AXIS BANK,Indirect
1306,ELRX,The Eluru Co-operative Urban Bank Ltd,,UTIB0STECUB,,Yes,Yes,Yes,YES BANK,Indirect
1307,JAPX,JAMPETA CO-OPERATIVE URBAN BANK LTD,,UTIB0SJCUB2,,Yes,Yes,Yes,YES BANK,Indirect
1308,MORX,SHREE MORBI NAGRIK SAHAKARI BANK LTD,,GSCB0USMNBL,,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1309,MVTX,THE MUVATTUPUZHA URBAN CO-OPERATIVE BANK LTD,,IBKL01058M1,,Yes,Yes,Yes,IDBI BANK,Indirect
1310,TCTX,THE COASTAL URBAN CO-OPERATIVE BANK LTD,691808002,IBKL0737CU1,,Yes,Yes,Yes,IDBI BANK,Indirect
1311,VSMX,VAIJANATH APPASARAF MARATHWADA NAGARISAHAKARI BANK,431848402,HDFC0CVASM1,,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1312,BKTX,The Bankura Town Cooperative Bank Limited,,YESB00BTCBL,,Yes,Yes,Yes,YES BANK,Indirect
1313,AGEX,AGS EMPLOYEES CO OPERATIVE BANK LTD,560802002,HDFC0CAGSBK,607350,Yes,Yes,Yes,YES BANK,Indirect
1314,HNSX,THE HARIJ NAGRIK SAHAKARI BANK LTD HARIJ,384823501,GSCB0UHARIJ,,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1315,SNMX,SANMITRA MAHILA NAGARI SAHKARI BANK MARYADIT,442811102,HDFC0CSMNSB,,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1316,STNX,THE SANTRAMPUR URBAN CO OP BANK LIMITED,389814501,GSCB0USUCBL,,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1317,TSVX,THE SARVODAYA SAHAKARI BANK LTD MODASA,383814051,,,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1318,SSMX,Shri Swami Samarth Sahakari Bank Ltd,414852501,HDFC0CSSSSN,,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1319,VUVX,THE VEPAR UDHYOG VIKAS SAHAKARI BANK LTD,389813081,GSCB0UVEPAR,,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1320,DVSX,DHULE VIKAS SAHAKARI BANK LTD,424800001,ICIC00DVSBL,,,Yes,,ICICI BANK LTD,Indirect
1321,FDCX,FATEHPUR DISTRICT CO-OPERATIVE BANK LTD,,UPCB00FDCCL,,,Yes,,UTTAR PRADESH CO OP BANK LTD,Indirect
1322,GKCX,SRI GOKARNANATH CO OPERATIVE BANK LTD,575294001,IBKL0078GOK,,,Yes,,IDBI BANK,Indirect
1323,NDIX,NASHIK DISTRICT INDUSTRIAL AND MERCANTILE CO OP BA,422377002,ICIC00NDIMC,990440,Yes,Yes,Yes,MAHARASHTRA STATE CO-OPERATIVE BANK LTD,Indirect
1324,SRIX,"SRI SATYA SAI NAGRIK SAHAKARI BANK MYDT, BHOPAL",462425002,YESB0SSSNSB,,Yes,Yes,Yes,YES BANK,Indirect
1325,YDCX,YOUTH DEVELOPMENT CO OP BANK LTD,416387154,HDFC0CYDCBL,508610,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1326,TLCX,TELLICHERRY CO-OPERATIVE URBAN BANK LTD,670833102,IBKL01154T1,,Yes,Yes,Yes,IDBI BANK,Indirect
1327,ISUX,THE ISLAMPUR URBAN CO OPERATIVE BANK LIMITED,415860101,YESB0TIUB01,,Yes,Yes,Yes,IDBI BANK,Indirect
1328,GGNX,GHOGHAMBA VIBHAG NAGRIK SAHAKARI BANK LTD,389819501,GSCB0UGVNBL,,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1329,BDSX,THE BABASAHEB DESHMUKH SAHAKARI BANK LTD ATPADI,416900501,IBKL0467BDS,,Yes,Yes,Yes,IDBI BANK,Indirect
1330,BSDX,BASODA NAGRIK SAHAKARI BANK LTD,464810001,HDFC0CNSBGB,,Yes,Yes,Yes,IDBI BANK,Indirect
1331,BRNX,SHRI BARIA NAGARIK SAHAKARI BANK LIMITED,389818501,GSCB0UBAR01,,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1332,TBOX,THE BODELI URBAN CO OP BANK LTD,391802081,GSCB0UURBAN,,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1333,TBEX,THE BANK EMPLOYEES' CO-OPERATIVE BANK LTD,700024492,HDFC0CBECB1,,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1334,GDOX,"THE GODHRA CITY CO OP BANK LTD,GODHRA",389804001,GSCB0UGCCBL,,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1335,TPLX,THE PALGHAT COOPERATIVE URBAN BANK LTD,678802002,UTIB0PKDU97,,Yes,Yes,Yes,AXIS BANK,Indirect
1336,TPBX,THE PRATAP COOP BANK LTD,,MDCB0680265,,Yes,Yes,Yes,MUMBAI DISTRICT CENTRAL CO OP BANK LTD,Indirect
1337,TJUX,THE JHALOD URBAN COOPERATIVE BANK LTD,389812081,GSCB0UJALOD,,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1338,PGUX,THE PRAGATHI URBAN CO OP BANK LTD MANMAD,423813052,HDFC0CPRAGT,,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1339,GNUX,SRI GANAPATHI URBAN CO-OPERATIVE BANK LIMITED,577898402,UTIB0SSGUCB,,Yes,Yes,Yes,AXIS BANK,Indirect
1340,ZLGX,ZILA SAHKARI BANK LTD. GHAZIPUR,233802002,UPCB00ZSBLG,,Yes,Yes,Yes,UTTAR PRADESH CO OP BANK LTD,Indirect
1341,BSTX,BASTI DISTRICT  COOPERATIVE BANK LTD BASTI,272801002,UPCB00BDCCB,,Yes,Yes,Yes,UTTAR PRADESH CO OP BANK LTD,Indirect
1342,SSJX,SAMARTH SAHAKARI BANK MARYADIT JALNA,431813052,HDFC0CSSBMJ,,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1343,VIEX,VISL EMPLOYEES CO OPERATIVE BANK LTD,577919202,UTIB0SVSL01,,Yes,Yes,Yes,AXIS BANK,Indirect
1344,TRSX,THE RADDI SAHAKARA BANK NIYAMITHA DHARWAD,580835002,IBKL0069RSB,,Yes,Yes,Yes,AXIS BANK,Indirect
1345,UJPX,UJJAIN PARASPAR SAHAKARI BANK MYDT.,456536002,YESB0UPSBL1,,Yes,Yes,Yes,YES BANK LTD,Indirect
1346,MKNX,MARKANDEY NAGARI SAHAKARI BANK LTD,431240102,HDFC0001016,,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1347,TGGX,THE GANDHI GUNJ CO-OPERATIVE BANK LTD,585808102,IBKL01081GG,608482,Yes,Yes,Yes,IDBI BANK,Indirect
1348,BVUX,BHAVANI URBAN COOP BANK LTD GEORAI,431898501,HDFC0CBHAUC,,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1349,SGNX,SRI GANESH CO-OPERATIVE BANK LTD,585802002,UTIB0SGAN11,,Yes,Yes,Yes,AXIS BANK,Indirect
1350,TSHX,THE SHAHADA PEOPLES COOP BANK LTD,425867302,YESB0SPCB01,,Yes,Yes,Yes,IDBI BANK,Indirect
1351,LSBX,LAXMI SAHAKARI BANK NIYAMIT GULEDGUDD,587831501,UTIB0SLSBNG,,Yes,Yes,Yes,AXIS BANK,Indirect
